,Sample,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,DoubletScore,DoubletEnrichment,BlacklistRatio,Clusters.res.0.4,Clusters.res.0.8,Clusters.res.1,Clusters.res.1.5,cell_type,donor
GSE96769#SRR5354178,GSE96769,17.24,949,3634,213,0.250966850828729,1,0.306623353185346,294,5541,7240,1405,182.00562819495,10.8,0.0147099447513812,5,7,7,7,CMP,BM1077
GSE96769#SRR5355440,GSE96769,9.855,637,2923,129,0.202060002765104,1,0.406377600622205,378,5143,7233,1712,0,0.2,0.00891746163417669,8,10,10,13,CLP,BM1077
GSE96769#SRR5355459,GSE96769,16.506,1267,4685,218,0.323907632743363,1,0.21956155143339,118,5930,7232,1184,0,0.4,0.0150719026548673,8,10,10,13,CLP,BM1077
GSE96769#SRR5354381,GSE96769,12.792,1053,4051,247,0.281710709318498,1,0.519442096365173,671,4732,7190,1787,149.679180286994,9.6,0.0171766342141864,5,7,7,7,CMP,BM1077
GSE96769#SRR5354617,GSE96769,15.129,871,3410,162,0.237167895395743,1,0.94876660341556,1048,3689,7189,2452,15.5134601238647,3.2,0.0112672137988594,5,7,7,7,CMP,BM1137
GSE96769#SRR5354505,GSE96769,18.704,1039,3655,168,0.254349338900487,1,0.444221105527638,555,4975,7185,1655,198.760802558071,11.4,0.0116910229645094,5,7,7,7,CMP,BM1214
GSE96769#SRR5355475,GSE96769,19.161,1345,5111,184,0.355770569399972,1,0.301739760782892,222,5518,7183,1443,0,0.8,0.0128080189335932,8,10,10,13,CLP,BM1077
GSE96769#SRR5353426,GSE96769,14.306,997,4069,186,0.283791323755057,1,0.302980734278444,325,5502,7169,1342,0,0,0.0129725205746966,4,6,6,4,HSC,BM1077
GSE96769#SRR5355576,GSE96769,7.538,590,2900,112,0.202882328249615,1,0.599955227221849,918,4467,7147,1762,0,0,0.00783545543584721,8,10,10,13,CLP,BM0828
GSE96769#SRR5353585,GSE96769,15.025,994,3666,169,0.256543037088873,1,0.655468025949954,724,4316,7145,2105,0,0.6,0.0118264520643807,4,6,6,4,HSC,BM0106
GSE96769#SRR5354644,GSE96769,17.553,1569,6105,190,0.42728163493841,1,1.13700269219264,995,3343,7144,2806,250.032722605085,13.2,0.0132978723404255,5,7,7,8,CMP,BM1214
GSE96769#SRR5353646,GSE96769,19.102,955,3635,154,0.256817860675427,1,0.563977900552486,551,4525,7077,2001,6.00148848943112,2.4,0.0108803165182987,4,6,6,4,HSC,BM0106
GSE96769#SRR5353547,GSE96769,16.562,1012,3346,248,0.236834654586636,1,0.302840280339358,197,5422,7064,1445,0,1.2,0.0175537938844847,4,6,6,4,HSC,BM0106
GSE96769#SRR5353534,GSE96769,15.31,951,3584,133,0.254040260844911,1,0.303640731842543,378,5411,7054,1265,3.78217612492001,2.2,0.00942727530479161,4,6,6,4,HSC,BM0106
GSE96769#SRR5354091,GSE96769,13.237,1103,4087,86,0.290105053946621,1,0.505128205128205,774,4680,7044,1590,204.072890001178,11.6,0.00610448608745031,3,5,5,9,LMPP,BM0828
GSE96769#SRR5353978,GSE96769,14.995,1098,4351,301,0.309107701051435,1,0.629166666666667,939,4320,7038,1779,3.78217612492001,2.2,0.0213839158851947,6,8,8,5,MPP,BM0828
GSE96769#SRR5353671,GSE96769,15.907,1213,4201,147,0.299771656914514,1,0.530246778772658,1029,4579,7007,1399,0,0.6,0.0104895104895105,6,8,8,5,HSC,BM0828
GSE96769#SRR5354224,GSE96769,6.681,1029,3773,1028,0.269384549478795,1,0.232705509593381,190,5681,7003,1132,52.1432588810927,5.4,0.0733971155219192,2,4,4,10,CMP,BM1077
GSE96769#SRR5354379,GSE96769,20.92,1141,3886,142,0.277531781174118,1,0.883508205542104,1097,3717,7001,2187,34.150807410555,4.4,0.0101414083702328,5,7,7,7,CMP,BM1077
GSE96769#SRR5354029,GSE96769,8.298,176,758,102,0.0541505929418488,1,0.636427402384849,965,4277,6999,1757,0,1.4,0.00728675525075011,6,8,8,5,MPP,BM0828
GSE96769#SRR5354954,GSE96769,14.624,997,3890,259,0.278055754110079,1,0.800978372811535,1373,3884,6995,1738,305.228958993594,15,0.0185132237312366,3,5,5,9,GMP,BM0828
GSE96769#SRR5353906,GSE96769,21.862,1093,4185,249,0.3,1,0.236044657097289,231,5643,6975,1101,0,0.6,0.0178494623655914,4,6,6,4,MPP,BM1077
GSE96769#SRR5353459,GSE96769,15.963,1056,3886,150,0.278646206797648,1,0.265287606604972,228,5511,6973,1234,0,0.8,0.0107557722644486,4,6,6,4,HSC,BM1077
GSE96769#SRR5353897,GSE96769,11.459,706,2831,191,0.20299727520436,1,0.29201408189735,242,5397,6973,1334,0,0,0.0136956833500645,4,6,6,4,MPP,BM1077
GSE96769#SRR5355540,GSE96769,16.075,1031,3898,116,0.279948290721057,1,0.503671706263499,710,4630,6962,1622,274.998185759352,14,0.00833093938523413,8,10,10,13,CLP,BM0828
GSE96769#SRR5354944,GSE96769,10.859,680,2718,194,0.196245487364621,1,0.498593378056698,960,4621,6925,1344,154.620645379027,9.8,0.0140072202166065,3,5,5,9,GMP,BM0828
GSE96769#SRR5355517,GSE96769,15.213,1137,4394,204,0.319238593432142,1,0.587177121771218,907,4336,6882,1639,0,0.4,0.014821272885789,8,10,10,13,CLP,BM0828
GSE96769#SRR5355528,GSE96769,17.558,1197,4543,290,0.330640465793304,1,0.543126684636119,994,4452,6870,1424,0,0,0.0211062590975255,8,10,10,13,CLP,BM0828
GSE96769#SRR5356026,GSE96769,8.977,408,1655,151,0.121068032187271,1,3.64965986394558,2673,1470,6835,2692,159.603794830319,10,0.0110460863204097,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5353700,GSE96769,10.16,549,2282,208,0.167572330738728,1,0.409147350993377,659,4832,6809,1318,165.637497344279,10.2,0.0152739021882802,6,8,8,5,HSC,BM0828
GSE96769#SRR5354233,GSE96769,11.67,719,2755,162,0.202573529411765,1,0.233895844674288,187,5511,6800,1102,170.709637328076,10.4,0.0119117647058824,5,7,7,7,CMP,BM1077
GSE96769#SRR5354984,GSE96769,14.517,1107,4084,235,0.30078067462071,1,0.65464294418718,1160,4103,6789,1526,232.25106339091,12.6,0.0173074090440418,2,4,4,10,GMP,BM0828
GSE96769#SRR5354940,GSE96769,11.96,906,3661,211,0.271668150786584,1,0.718439173680184,1159,3921,6738,1658,52.1432588810927,5.4,0.015657465123182,3,5,5,9,GMP,BM0828
GSE96769#SRR5355664,GSE96769,12.851,928,3680,142,0.27344330509734,1,0.938634399308557,1148,3471,6729,2110,0,1.4,0.0105513449249517,7,9,9,12,pDC,BM1137
GSE96769#SRR5353855,GSE96769,17.396,1063,3984,320,0.296340374888426,1,0.534352887468614,604,4381,6722,1737,0,0.6,0.0238024397500744,6,8,8,5,HSC,BM0828
GSE96769#SRR5354556,GSE96769,23.258,1245,4263,130,0.3180393912265,1,1.1425831202046,1482,3128,6702,2092,0,0.4,0.00969859743360191,5,7,7,7,CMP,BM1137
GSE96769#SRR5355572,GSE96769,11.785,488,1817,168,0.135556550283497,1,0.49865831842576,920,4472,6702,1310,3.78217612492001,2.2,0.0125335720680394,8,10,10,13,CLP,BM0828
GSE96769#SRR5354988,GSE96769,14.004,785,3121,184,0.23301478273854,1,0.614513018322083,1030,4148,6697,1519,129.399176684108,8.8,0.0137374944004778,3,5,5,9,GMP,BM0828
GSE96769#SRR5354065,GSE96769,12.566,844,3374,99,0.253722364265303,1,0.702252944188428,1051,3906,6649,1692,56.5998267970962,5.6,0.00744472853060611,3,5,5,9,LMPP,BM0828
GSE96769#SRR5353858,GSE96769,11.086,795,3399,348,0.255717724947337,1,0.298807895251124,218,5117,6646,1311,0,1.4,0.026181161600963,4,6,6,4,MPP,BM1077
GSE96769#SRR5353810,GSE96769,17.99,1281,4528,382,0.343186296801576,1,0.451804577464789,580,4544,6597,1473,34.150807410555,4.4,0.0289525541912991,6,8,8,8,HSC,BM0828
GSE96769#SRR5354972,GSE96769,12.308,634,2367,120,0.179481346678799,1,1.25128030044384,1813,2929,6594,1852,2.12914665014533,2,0.00909918107370337,2,4,4,10,GMP,BM0828
GSE96769#SRR5353504,GSE96769,15.792,949,3589,164,0.273343488194973,1,0.362033195020747,349,4820,6565,1396,0,0.2,0.0124904798172125,4,6,6,4,HSC,BM0106
GSE96769#SRR5354964,GSE96769,12.956,844,3403,132,0.259375,1,0.765814266487214,1071,3715,6560,1774,44.959431197314,5,0.0100609756097561,3,5,5,9,GMP,BM0828
GSE96769#SRR5354152,GSE96769,10.786,768,2862,246,0.218240048802806,1,0.332182039821211,293,4922,6557,1342,0.670189197739972,1.8,0.0187585786182706,5,7,7,7,CMP,BM1077
GSE96769#SRR5355765,GSE96769,17.941,906,3132,56,0.239412933802171,1,0.294991090873094,246,5051,6541,1244,0,0,0.00428069102583703,7,9,9,12,pDC,BM1214
GSE96769#SRR5353586,GSE96769,14.931,754,2980,138,0.228003060443764,1,0.77052289352479,726,3691,6535,2118,3.78217612492001,2.2,0.0105585309869931,4,6,6,4,HSC,BM0106
GSE96769#SRR5355485,GSE96769,17.437,951,4041,184,0.309512867647059,1,0.651403996964331,919,3953,6528,1656,0,0.4,0.014093137254902,8,10,10,13,CLP,BM0828
GSE96769#SRR5354932,GSE96769,12.959,890,3407,244,0.261273006134969,1,0.58946855192589,1013,4102,6520,1405,204.072890001178,11.6,0.0187116564417178,3,5,5,9,GMP,BM0828
GSE96769#SRR5355543,GSE96769,38.944,590,1986,99,0.153548786145044,1,0.327108557356864,347,4873,6467,1247,149.679180286994,9.6,0.00765424462656564,8,10,10,13,CLP,BM0828
GSE96769#SRR5353506,GSE96769,13.904,983,3829,66,0.296499922564659,1,0.381471972614463,332,4674,6457,1451,0,1.4,0.00511073253833049,4,6,6,4,HSC,BM0106
GSE96769#SRR5355445,GSE96769,10.962,847,2923,540,0.226800124146493,1,0.448415374241403,348,4449,6444,1647,0,1.4,0.0418994413407821,2,4,4,10,CLP,BM1077
GSE96769#SRR5355916,GSE96769,13.121,656,2393,98,0.185705416731336,1,3.35632183908046,2544,1479,6443,2420,52.1432588810927,5.4,0.00760515287909359,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5355046,GSE96769,6.956,418,2023,231,0.158046875,1,0.22488038277512,334,5225,6400,841,165.637497344279,10.2,0.018046875,2,4,4,10,GMP,BM1214
GSE96769#SRR5354572,GSE96769,26.554,818,2961,198,0.231472795497186,1,0.348513598987982,458,4743,6396,1195,8.03236603124673,2.6,0.0154784240150094,5,7,7,7,CMP,BM1137
GSE96769#SRR5355965,GSE96769,14.514,689,2645,125,0.207158521303258,1,1.484046692607,1460,2570,6384,2354,44.959431197314,5,0.00979010025062657,2,4,4,10,GMP-B,BM1137
GSE96769#SRR5355389,GSE96769,26.482,1217,4280,100,0.335738939441481,1,0.382946409199392,292,4609,6374,1473,0,0.2,0.00784436774395984,8,10,10,13,CLP,BM1077
GSE96769#SRR5355731,GSE96769,15.497,1080,3490,190,0.275932953826692,1,0.171111111111111,74,5400,6324,850,0,0.2,0.015022137887413,7,9,9,12,pDC,BM1214
GSE96769#SRR5354797,GSE96769,13.307,1008,3922,258,0.311814278899666,1,0.069921742089146,17,5878,6289,394,0,1.6,0.0205120050882493,6,8,8,8,CMP,BM0828
GSE96769#SRR5354383,GSE96769,12.288,906,3407,138,0.271907422186752,1,0.686860527732903,820,3714,6265,1731,159.603794830319,10,0.0110135674381484,5,7,7,7,CMP,BM1077
GSE96769#SRR5354600,GSE96769,21.327,1217,4729,132,0.378987017150184,1,0.332550192225545,215,4682,6239,1342,90.5123015566949,7.2,0.0105786183683283,6,8,8,5,CMP,BM1137
GSE96769#SRR5353980,GSE96769,24.106,913,3340,128,0.269354838709677,1,0.649813730707823,954,3758,6200,1488,21.4194777108615,3.6,0.0103225806451613,6,8,8,5,MPP,BM0828
GSE96769#SRR5353518,GSE96769,20.339,1212,4106,103,0.331663974151858,1,0.281043046357616,263,4832,6190,1095,0,0.4,0.00831987075928918,4,6,6,4,HSC,BM0106
GSE96769#SRR5354195,GSE96769,6.916,482,2268,166,0.183346806790622,1,0.285595510288921,244,4811,6185,1130,109.031695862186,8,0.0134195634599838,5,1,1,1,CMP,BM1077
GSE96769#SRR5353970,GSE96769,13.216,901,3339,123,0.270276833414279,1,0.58425237240318,864,3899,6177,1414,0,0.8,0.00995628946090335,6,8,8,5,MPP,BM0828
GSE96769#SRR5354063,GSE96769,8.299,725,3348,69,0.271753246753247,1,0.561866125760649,750,3944,6160,1466,292.346118292389,14.6,0.00560064935064935,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354223,GSE96769,8.288,632,2647,149,0.215378356387307,1,0.24822262847857,137,4923,6145,1085,37.4329236451007,4.6,0.0121236777868186,5,7,7,7,CMP,BM1077
GSE96769#SRR5353852,GSE96769,14.714,1174,3914,238,0.318625854770433,1,0.335507719069363,313,4599,6142,1230,94.8349274771782,7.4,0.0193747964832302,6,8,8,5,HSC,BM0828
GSE96769#SRR5356102,GSE96769,15.98,694,2548,157,0.207966046359778,1,2.22082018927445,1688,1902,6126,2536,15.5134601238647,3.2,0.0128142344107085,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5355660,GSE96769,17.135,649,2391,80,0.197603305785124,1,1.03566621803499,1331,2972,6050,1747,0,0.8,0.00661157024793388,7,9,9,12,pDC,BM1137
GSE96769#SRR5354971,GSE96769,11.881,756,3098,116,0.256456953642384,1,0.66528811690102,897,3627,6040,1516,204.072890001178,11.6,0.00960264900662252,3,5,5,9,GMP,BM0828
GSE96769#SRR5353847,GSE96769,13.56,945,3527,196,0.292454394693201,1,0.482300884955752,706,4068,6030,1256,0,0.6,0.0162520729684909,6,8,8,5,HSC,BM0828
GSE96769#SRR5354515,GSE96769,13.667,704,2583,416,0.214321274477265,1,0.913015873015873,1060,3150,6026,1816,60.393509310075,5.8,0.0345170925987388,5,7,7,7,CMP,BM1214
GSE96769#SRR5353856,GSE96769,13.767,876,3772,256,0.31617770326907,1,0.547341115434501,778,3855,5965,1332,0,0.2,0.0214585079631182,6,8,8,5,HSC,BM0828
GSE96769#SRR5354995,GSE96769,16.623,915,3415,133,0.286589459550185,1,0.708632061944365,1173,3487,5958,1298,15.5134601238647,3.2,0.011161463578382,2,4,4,10,GMP,BM0828
GSE96769#SRR5354549,GSE96769,19.442,1404,4706,353,0.401535836177474,1,0.290748898678414,382,4540,5860,938,8.03236603124673,2.6,0.0301194539249147,5,7,7,7,CMP,BM1137
GSE96769#SRR5354970,GSE96769,14.683,786,3213,148,0.274146757679181,1,0.583783783783784,821,3700,5860,1339,159.603794830319,10,0.0126279863481229,2,4,4,10,GMP,BM0828
GSE96769#SRR5355972,GSE96769,15.214,630,2413,84,0.206804936578677,1,1.26651126651127,1151,2574,5834,2109,0,0.8,0.00719917723688721,2,4,4,10,GMP-B,BM1137
GSE96769#SRR5354546,GSE96769,14.871,751,2616,134,0.224510813594233,1,1.02291666666667,1133,2880,5826,1813,154.620645379027,9.8,0.0115001716443529,5,7,7,7,CMP,BM1137
GSE96769#SRR5353676,GSE96769,26.088,830,2888,106,0.249180327868852,1,0.485135827780625,790,3902,5795,1103,0,0.2,0.0091458153580673,6,8,8,5,HSC,BM0828
GSE96769#SRR5354608,GSE96769,20.904,1024,3603,167,0.311570390868212,1,0.234942332336608,335,4682,5782,765,77.0681046605969,6.6,0.0144413697682463,5,7,7,7,CMP,BM1137
GSE96769#SRR5355763,GSE96769,16.482,824,2899,134,0.251693002257336,1,0.275808595480727,208,4514,5759,1037,0,0.2,0.011633964229901,7,9,9,12,pDC,BM1214
GSE96769#SRR5353820,GSE96769,16.62,982,3731,124,0.32494338965337,1,0.557092487116897,733,3687,5741,1321,0.670189197739972,1.8,0.0107995122800906,6,8,8,5,HSC,BM0828
GSE96769#SRR5356080,GSE96769,18.346,945,3284,150,0.287868162692847,1,3.19103600293902,1546,1361,5704,2797,27.2595528988383,4,0.013148667601683,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5355112,GSE96769,12.697,545,1903,135,0.167370272647317,1,0.465961835997937,362,3878,5685,1445,30.3340050680883,4.2,0.0118733509234828,5,1,1,1,MEP,BM1077
GSE96769#SRR5354776,GSE96769,20.392,1071,3633,136,0.319918985558295,1,0.610323312535451,846,3526,5678,1306,44.959431197314,5,0.0119760479041916,6,8,8,8,CMP,BM0828
GSE96769#SRR5354049,GSE96769,11.632,887,3331,134,0.293583641812092,1,0.517656500802568,672,3738,5673,1263,123.751826365024,8.6,0.0118103296315882,3,5,5,9,LMPP,BM0828
GSE96769#SRR5353436,GSE96769,14.744,685,2490,151,0.221372688477952,1,0.256759776536313,198,4475,5624,951,0,0.4,0.0134246088193457,4,6,6,4,HSC,BM1077
GSE96769#SRR5354895,GSE96769,12.241,884,2996,136,0.266500622665006,1,0.286270022883295,162,4370,5621,1089,280.752163989317,14.2,0.0120974915495463,2,4,4,10,GMP,BM1077
GSE96769#SRR5355429,GSE96769,19.475,1013,3679,94,0.327313167259786,1,0.245291380456459,176,4513,5620,931,0,0.6,0.00836298932384342,8,10,10,13,CLP,BM1077
GSE96769#SRR5354665,GSE96769,18.033,938,3428,150,0.307058402006449,1,1.61819887429644,1487,2132,5582,1963,94.8349274771782,7.4,0.0134360444285202,5,7,7,7,CMP,BM1214
GSE96769#SRR5355828,GSE96769,18.36,751,2826,104,0.255146262188516,1,1.26967213114754,1181,2440,5538,1917,48.5122667096137,5.2,0.00938967136150235,2,4,4,6,UNK,BM0106
GSE96769#SRR5353877,GSE96769,5.5,611,2035,627,0.18389662027833,1,0.326858513189448,170,4170,5533,1193,21.4194777108615,3.6,0.0566600397614314,4,6,6,4,MPP,BM1077
GSE96769#SRR5353939,GSE96769,14.508,718,2741,103,0.249453949763378,1,0.300355029585799,184,4225,5494,1085,0,0.4,0.00937386239534037,4,6,6,4,MPP,BM1077
GSE96769#SRR5354980,GSE96769,14.508,696,2650,122,0.241347905282332,1,0.687154271665642,1072,3254,5490,1164,0,1.6,0.0111111111111111,2,4,4,10,GMP,BM0828
GSE96769#SRR5354974,GSE96769,18.957,852,3313,91,0.302060539752006,1,0.543484379397692,656,3553,5484,1275,81.2040385956534,6.8,0.00829686360320934,6,8,5,8,GMP,BM0828
GSE96769#SRR5355761,GSE96769,20.849,737,2597,88,0.237082344349096,1,0.220093562040544,130,4489,5477,858,0,0,0.00803359503377762,7,9,9,12,pDC,BM1214
GSE96769#SRR5354739,GSE96769,17.263,680,2638,70,0.240913242009132,1,5.11049107142857,2375,896,5475,2204,0,1.6,0.00639269406392694,6,8,8,8,CMP,BM0828
GSE96769#SRR5354936,GSE96769,19.802,1060,3534,257,0.324696802646086,1,0.500413564929694,793,3627,5442,1022,21.4194777108615,3.6,0.0236126424108784,2,4,4,10,GMP,BM0828
GSE96769#SRR5355966,GSE96769,11.419,519,2173,124,0.200943221749584,1,1.83683105981112,1447,1906,5407,2054,56.5998267970962,5.6,0.0114666173478824,2,4,4,10,GMP-B,BM1137
GSE96769#SRR5353530,GSE96769,15.696,967,3356,100,0.31183794833674,1,0.284861509073543,162,4188,5381,1031,0,0,0.00929195316855603,4,6,6,4,HSC,BM0106
GSE96769#SRR5354234,GSE96769,7.887,697,2668,242,0.247955390334572,1,0.37913355549859,210,3901,5380,1269,90.5123015566949,7.2,0.0224907063197026,5,7,7,7,CMP,BM1077
GSE96769#SRR5355648,GSE96769,17.669,696,2610,66,0.243561030235162,1,1.4005376344086,1268,2232,5358,1858,0,0.6,0.00615901455767077,7,9,9,12,pDC,BM1137
GSE96769#SRR5353710,GSE96769,17.527,655,2414,96,0.226284214473191,1,0.487866108786611,654,3585,5334,1095,0,0.4,0.00899887514060742,6,8,8,5,HSC,BM0828
GSE96769#SRR5354226,GSE96769,10.12,925,3449,496,0.323485274807728,1,0.256718528995757,170,4242,5331,919,0,1,0.0465203526542863,2,7,7,8,CMP,BM1077
GSE96769#SRR5354998,GSE96769,16.413,804,3006,99,0.281935846933033,1,0.409944459137794,496,3781,5331,1054,6.00148848943112,2.4,0.00928531232414181,2,4,4,10,GMP,BM0828
GSE96769#SRR5354915,GSE96769,15.994,735,2848,170,0.268021833239225,1,0.83840830449827,994,2890,5313,1429,21.4194777108615,3.6,0.0159984942593638,2,4,4,10,GMP,BM0828
GSE96769#SRR5354983,GSE96769,11.476,481,1982,122,0.186593861796272,1,0.734487263226649,1017,3062,5311,1232,52.1432588810927,5.4,0.0114855959329693,7,9,9,12,GMP,BM0828
GSE96769#SRR5353854,GSE96769,9.559,391,1694,244,0.159660697455231,1,0.522238163558106,461,3485,5305,1359,0,0.2,0.0229971724787936,6,8,8,5,HSC,BM0828
GSE96769#SRR5354296,GSE96769,14.244,633,2791,96,0.263202565069785,1,1.2952380952381,798,2310,5302,2194,3.78217612492001,2.2,0.00905318747642399,5,3,3,3,CMP,BM1137
GSE96769#SRR5353832,GSE96769,16.59,687,2723,184,0.257032282424014,1,0.489595050618673,582,3556,5297,1159,0,1.4,0.0173683216915235,6,8,8,5,HSC,BM0828
GSE96769#SRR5354440,GSE96769,20.29,748,2603,201,0.245751510574018,1,0.467849223946785,424,3608,5296,1264,86.2463177297518,7,0.018976586102719,5,7,7,7,CMP,BM1214
GSE96769#SRR5353997,GSE96769,13.486,790,2901,124,0.27461188943582,1,0.745538664904164,997,3026,5282,1259,6.00148848943112,2.4,0.0117379780386217,6,8,8,5,MPP,BM0828
GSE96769#SRR5354927,GSE96769,11.313,577,2364,142,0.225486455551316,1,0.52030162412993,723,3448,5242,1071,60.393509310075,5.8,0.0135444486837085,3,5,5,9,GMP,BM0828
GSE96769#SRR5353902,GSE96769,10.117,562,2231,160,0.214189708141321,1,0.228591648973815,138,4239,5208,831,0,0.2,0.0153609831029186,4,6,6,4,MPP,BM1077
GSE96769#SRR5355096,GSE96769,15.464,656,2602,124,0.250288572527895,1,1.3351302785265,975,2226,5198,1997,10.2163264670234,2.8,0.0119276644863409,2,4,4,10,GMP,BM1214
GSE96769#SRR5354930,GSE96769,15.128,657,2529,110,0.243407122232916,1,0.601418002466091,625,3244,5195,1326,129.399176684108,8.8,0.0105871029836381,2,4,4,10,GMP,BM0828
GSE96769#SRR5353857,GSE96769,9.352,647,2700,102,0.261678619887575,1,0.271942800788955,223,4056,5159,880,0,0.8,0.00988563675130839,4,6,6,4,MPP,BM1077
GSE96769#SRR5353752,GSE96769,21.425,779,2575,116,0.250145715951039,1,0.466799658022229,631,3509,5147,1007,0,1.2,0.0112687002137167,6,8,8,5,HSC,BM0828
GSE96769#SRR5354193,GSE96769,11.392,466,2029,152,0.197488806696515,1,0.3008356545961,201,3949,5137,987,134.156295512094,9,0.0147946272143274,5,7,7,7,CMP,BM1077
GSE96769#SRR5355816,GSE96769,14.589,501,1928,652,0.18765816624489,1,1.220925205361,1084,2313,5137,1740,0,1.6,0.0634611641035624,2,4,4,6,UNK,BM0106
GSE96769#SRR5354019,GSE96769,15.782,797,3107,114,0.302944617784711,1,0.671447196870926,842,3068,5128,1218,0,0.2,0.0111154446177847,6,8,8,5,MPP,BM0828
GSE96769#SRR5353548,GSE96769,16.559,577,2170,186,0.213877390104475,1,0.439148936170213,188,3525,5073,1360,0.670189197739972,1.8,0.0183323477232407,4,6,6,4,HSC,BM0106
GSE96769#SRR5354618,GSE96769,23.498,712,2626,156,0.258923289292053,1,1.24977817213842,951,2254,5071,1866,8.03236603124673,2.6,0.0153815815421021,5,7,7,7,CMP,BM1137
GSE96769#SRR5355007,GSE96769,17.375,816,3046,120,0.301942902458366,1,0.466705437627217,436,3439,5044,1169,209.420191619733,11.8,0.0118953211736717,2,4,4,10,GMP,BM0828
GSE96769#SRR5355534,GSE96769,23.526,796,2891,153,0.288292780215397,1,0.509331727874774,522,3322,5014,1170,149.679180286994,9.6,0.0152572796170722,8,10,10,13,CLP,BM0828
GSE96769#SRR5355206,GSE96769,10.425,637,2561,196,0.257645875251509,1,0.613112625770854,429,3081,4970,1460,0,0.4,0.0197183098591549,1,2,2,2,MEP,BM0828
GSE96769#SRR5354751,GSE96769,20.314,913,3197,104,0.324042165011149,1,0.65648085963734,723,2978,4933,1232,72.9939504445828,6.4,0.0105412527873505,5,7,7,7,CMP,BM0828
GSE96769#SRR5354871,GSE96769,16.038,899,3430,92,0.34765862558281,1,0.367239467849224,318,3608,4933,1007,3.78217612492001,2.2,0.00932495438881006,2,4,4,10,GMP,BM1077
GSE96769#SRR5356079,GSE96769,24.257,1078,3372,188,0.341849148418492,1,0.591994835377663,261,3098,4932,1573,18.1269759254145,3.4,0.0190592051905921,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5354476,GSE96769,21.637,896,3142,306,0.318790584415584,1,0.398807834232188,348,3523,4928,1057,94.8349274771782,7.4,0.0310470779220779,5,7,7,7,CMP,BM1214
GSE96769#SRR5353735,GSE96769,18.716,586,2298,148,0.233252131546894,1,0.333513806172171,426,3694,4926,806,0,1,0.0150223304912708,6,8,8,5,HSC,BM0828
GSE96769#SRR5354036,GSE96769,17.718,680,2900,241,0.294356475842469,1,0.712795549374131,987,2876,4926,1063,3.78217612492001,2.2,0.0244620381648396,6,8,8,8,MPP,BM0828
GSE96769#SRR5353890,GSE96769,12.208,635,2123,98,0.216279543602282,1,0.240333586050038,94,3957,4908,857,0,0,0.00998370008149959,4,6,6,4,MPP,BM1077
GSE96769#SRR5354951,GSE96769,12.627,542,2304,122,0.236307692307692,1,0.522010615048392,679,3203,4875,993,60.393509310075,5.8,0.0125128205128205,3,5,5,9,GMP,BM0828
GSE96769#SRR5354164,GSE96769,18.08,630,2158,159,0.222382522671063,1,0.328223378045442,256,3653,4852,943,100.094830670205,7.6,0.0163849958779885,5,7,7,7,CMP,BM1077
GSE96769#SRR5355151,GSE96769,10.129,578,2193,79,0.226129098783254,1,0.769062385990514,572,2741,4849,1536,0,1.4,0.00814600948649206,5,1,1,1,MEP,BM1077
GSE96769#SRR5355686,GSE96769,19.142,696,2271,104,0.235972568578554,1,0.393570807993049,271,3453,4812,1088,0,0.6,0.0108063175394846,7,9,9,12,pDC,BM1214
