,Sample,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,DoubletScore,DoubletEnrichment,BlacklistRatio,Clusters.res.0.4,Clusters.res.0.8,Clusters.res.1,Clusters.res.1.5,cell_type,donor
GSE96769#SRR5355152,GSE96769,10.047,5982,23061,1962,0.162367105541083,1,0.506789730532569,1692,47130,71015,22193,0,1.6,0.0138139829613462,5,1,1,1,MEP,BM1077
GSE96769#SRR5355748,GSE96769,14.383,9232,33855,2516,0.238543163946901,1,0.300790057375396,2752,54553,70962,13657,165.637497344279,10.2,0.0177277979763817,7,9,9,12,pDC,BM1214
GSE96769#SRR5355578,GSE96769,17.126,12143,47772,1540,0.336754546736219,1,0.887741523393836,13136,37574,70930,20220,77.0681046605969,6.6,0.0108557732976174,8,10,10,13,CLP,BM0828
GSE96769#SRR5354679,GSE96769,18.567,11308,41952,1992,0.296128977609622,1,0.751452661770887,6633,40443,70834,23758,10.2163264670234,2.8,0.0140610441313494,5,7,7,7,CMP,BM1214
GSE96769#SRR5355589,GSE96769,13.939,6483,23430,1224,0.166012442076325,1,0.908299305010952,9829,36979,70567,23759,15.5134601238647,3.2,0.00867260900987714,7,9,9,12,pDC,BM1137
GSE96769#SRR5355035,GSE96769,15.041,10102,38100,1620,0.269967688906525,1,0.422202515317639,3272,49616,70564,17676,134.156295512094,9,0.0114789411031121,2,4,4,10,GMP,BM1214
GSE96769#SRR5355197,GSE96769,16.125,8941,32135,1792,0.228088978479359,1,0.715384990016072,6280,41066,70444,23098,44.959431197314,5,0.0127193231503038,1,2,2,2,MEP,BM0828
GSE96769#SRR5355159,GSE96769,12.462,8628,33459,1955,0.237645070102419,1,0.322605493555781,2779,53226,70397,14392,94.8349274771782,7.4,0.0138855348949529,5,1,1,1,MEP,BM1077
GSE96769#SRR5355776,GSE96769,16.709,10345,37504,1807,0.26659463455551,1,0.234949172182524,1578,56957,70339,11804,3.78217612492001,2.2,0.0128449366638707,2,4,4,6,UNK,BM0106
GSE96769#SRR5354348,GSE96769,12.535,11078,38673,3335,0.274982579388217,1,0.561083361083361,6244,45045,70319,19030,149.679180286994,9.6,0.0237133633868513,2,4,4,10,CMP,BM1077
GSE96769#SRR5356048,GSE96769,13.018,6140,23771,4740,0.169415303038942,1,0.901710444281803,8811,36891,70156,24454,6.00148848943112,2.4,0.0337818575745482,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5354294,GSE96769,15.293,9677,36005,1362,0.256852002454023,1,0.910927531490267,6646,36678,70089,26765,104.537117224778,7.8,0.00971621795146171,5,7,7,7,CMP,BM1137
GSE96769#SRR5353528,GSE96769,20.336,12837,45148,1794,0.323145855103998,1,0.343610555470072,3231,51992,69857,14634,154.620645379027,9.8,0.0128405170562721,4,6,6,4,HSC,BM0106
GSE96769#SRR5353811,GSE96769,17.884,12599,45287,1333,0.325829196345061,1,0.519016393442623,8149,45750,69495,15596,119.09787921549,8.4,0.00959061803007411,6,8,8,5,HSC,BM0828
GSE96769#SRR5353640,GSE96769,14.863,10508,40102,1624,0.288669737978693,1,0.494856454181552,5570,46466,69460,17424,192.43359650412,11.2,0.0116901813993665,4,6,6,4,HSC,BM0106
GSE96769#SRR5354016,GSE96769,17.075,10227,36545,1818,0.263224235788988,1,0.934780790991945,11980,35879,69418,21559,0,1,0.0130945864185082,6,8,8,8,MPP,BM0828
GSE96769#SRR5354722,GSE96769,17.51,12247,45030,1946,0.324620087084403,1,0.431508121607397,5120,48451,69358,15787,77.0681046605969,6.6,0.0140286628795525,5,7,7,8,CMP,BM0828
GSE96769#SRR5355226,GSE96769,4.714,3123,15520,1426,0.112046435739348,1,0.663392256700932,7370,41636,69257,20251,0,0.6,0.0102949882322365,1,2,2,2,MEP,BM0828
GSE96769#SRR5354135,GSE96769,17.117,13926,49770,1747,0.360036459388292,1,0.623097877136953,8137,42584,69118,18397,192.43359650412,11.2,0.0126378078069389,3,5,5,9,LMPP,BM0828
GSE96769#SRR5355040,GSE96769,14.217,9556,37140,2645,0.268775962136892,1,0.527716970702045,6798,45225,69091,17068,0,1,0.0191414221823392,2,4,4,10,GMP,BM1214
GSE96769#SRR5354339,GSE96769,11.519,11244,42764,2745,0.309502786422523,1,0.283296801278003,2711,53834,69085,12540,34.150807410555,4.4,0.0198668307157849,5,7,7,7,CMP,BM1077
GSE96769#SRR5356145,GSE96769,19.677,12083,42188,2906,0.305896342701354,1,0.553003175461118,3917,44403,68958,20638,154.620645379027,9.8,0.0210707967168421,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5354361,GSE96769,9.691,11731,43762,6588,0.317368917252883,1,0.40297505189044,4008,49142,68945,15795,170.709637328076,10.4,0.047777213721082,5,7,7,7,CMP,BM1077
GSE96769#SRR5354265,GSE96769,14.872,9666,37255,1953,0.271526026558605,1,0.948450680223806,10255,35209,68603,23139,60.393509310075,5.8,0.0142340713962946,5,3,3,3,CMP,BM1137
GSE96769#SRR5354454,GSE96769,15.16,8896,32957,1536,0.241478604923798,1,0.253536132848378,1893,54438,68240,11909,100.094830670205,7.6,0.0112543962485346,5,7,7,7,CMP,BM1214
GSE96769#SRR5356023,GSE96769,16.594,9235,35187,2023,0.258659472492575,1,0.826133648347518,7310,37247,68018,23461,27.2595528988383,4,0.0148710635420036,2,4,4,10,GMP-B,BM1137
GSE96769#SRR5356116,GSE96769,21.705,13219,51943,1353,0.38206305073775,1,1.35957513277101,12469,28809,67977,26699,143.80559302619,9.4,0.00995189549406417,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5354105,GSE96769,13.931,9779,37868,1711,0.278982731184063,1,0.569964607092461,6999,43229,67868,17640,192.43359650412,11.2,0.0126053515648023,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354346,GSE96769,13.542,9937,36570,2451,0.269539196320646,1,0.31156352106413,2325,51723,67838,13790,268.131959800412,13.8,0.018065096258734,5,7,7,7,CMP,BM1077
GSE96769#SRR5355087,GSE96769,13.937,7601,29782,2156,0.219566499557653,1,0.504303078697542,5630,45084,67820,17106,60.393509310075,5.8,0.0158950162194043,2,4,4,10,GMP,BM1214
GSE96769#SRR5354133,GSE96769,16.826,11964,43149,1858,0.318546243798724,1,0.730005874990421,9658,39149,67728,18921,187.201044591657,11,0.0137166312308056,3,5,5,9,LMPP,BM0828
GSE96769#SRR5355764,GSE96769,19.545,12032,40668,1921,0.30097245452258,1,0.121400235696383,168,60247,67561,7146,37.4329236451007,4.6,0.0142167818711979,7,9,9,12,pDC,BM1214
GSE96769#SRR5354586,GSE96769,11.186,6067,24594,1548,0.182681165879312,1,0.26957243356406,2675,53021,67314,11618,86.2463177297518,7,0.0114983510116766,5,7,7,7,CMP,BM1137
GSE96769#SRR5355880,GSE96769,16.773,10800,40202,1858,0.298628753101276,1,0.876630980260957,7429,35868,67311,24014,2.12914665014533,2,0.0138016074638618,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5353563,GSE96769,13.629,9305,35002,1812,0.260067762356228,1,0.332369770526858,2878,50507,67294,13909,2.12914665014533,2,0.0134633102505424,4,6,6,4,HSC,BM0106
GSE96769#SRR5355639,GSE96769,13.961,8545,33431,1074,0.249291594583308,1,0.622552934059286,4469,41325,67052,21258,68.9833776317205,6.2,0.00800870965817574,7,9,9,12,pDC,BM1137
GSE96769#SRR5354705,GSE96769,19.223,10892,39275,1456,0.294146283009541,1,0.904736091298145,5322,35050,66761,26389,129.399176684108,8.8,0.0109045700334027,4,6,6,4,CMP,BM1214
GSE96769#SRR5356119,GSE96769,17.717,12875,49683,2010,0.372520056984329,1,1.25599648161305,11553,29559,66685,25573,40.8032934724359,4.8,0.0150708555147334,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5354634,GSE96769,16.006,10015,38548,1706,0.289273439493314,1,0.758206670888748,5788,37896,66629,22945,182.00562819495,10.8,0.0128022332617929,5,7,7,7,CMP,BM1214
GSE96769#SRR5355769,GSE96769,14.684,6963,24306,1783,0.182845364547287,1,0.260544682142315,1241,52728,66466,12497,175.821055984633,10.6,0.0134128727469684,7,9,9,12,pDC,BM1214
GSE96769#SRR5354893,GSE96769,11.01,7945,29445,1687,0.221684334156478,1,0.384968301634968,3422,47952,66412,15038,27.2595528988383,4,0.0127010178883334,2,4,4,10,GMP,BM1077
GSE96769#SRR5355284,GSE96769,15.093,9741,35424,1642,0.267060703838847,1,0.727045466381959,6218,38402,66322,21702,44.959431197314,5,0.0123789994270378,1,2,2,2,MEP,BM0828
GSE96769#SRR5355156,GSE96769,8.996,6315,24864,1620,0.187700994972295,1,0.483680921126319,4321,44641,66233,17271,13.0254962562359,3,0.0122295532438513,5,1,1,1,MEP,BM1077
GSE96769#SRR5355201,GSE96769,20.255,12520,43801,2647,0.330678403720425,1,0.847185809114743,6965,35854,66229,23410,0,1.4,0.0199836929441785,1,2,2,2,MEP,BM0828
GSE96769#SRR5356078,GSE96769,9.982,8222,36434,981,0.275098157656297,1,1.19249743402973,6997,30203,66220,29020,0,0.8,0.00740712775596497,2,5,5,6,GMP-C,BM1137
GSE96769#SRR5354053,GSE96769,16.299,12371,44759,1248,0.339294106945224,1,0.537040057791345,6930,42913,65959,16116,268.131959800412,13.8,0.00946042238360193,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354278,GSE96769,14.44,6315,25197,1048,0.191097729306657,1,1.6152167876552,12985,25209,65927,27733,165.637497344279,10.2,0.00794818511383803,5,3,3,3,CMP,BM1137
GSE96769#SRR5355933,GSE96769,14.067,9370,36266,1474,0.275267935756141,1,0.997029042624144,9653,32986,65874,23235,8.03236603124673,2.6,0.0111880256246774,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5355011,GSE96769,16.769,11017,38933,2653,0.296149516217368,1,0.526769330824797,4689,43053,65732,17990,40.8032934724359,4.8,0.0201804296233189,2,4,4,10,GMP,BM1214
GSE96769#SRR5356107,GSE96769,20.472,8798,33017,1454,0.251286227471992,1,1.14426529146811,10367,30638,65696,24691,40.8032934724359,4.8,0.0110661227471992,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5354337,GSE96769,12.145,9114,34005,2689,0.259441519798581,1,0.485145149228364,4016,44127,65535,17392,134.156295512094,9,0.0205157549401083,5,7,7,7,CMP,BM1077
GSE96769#SRR5355545,GSE96769,17.163,10661,39282,1430,0.300748771188387,1,0.865274762938421,9932,35012,65307,20363,48.5122667096137,5.2,0.010948290382348,8,10,10,13,CLP,BM0828
GSE96769#SRR5354371,GSE96769,12.183,7026,26869,2338,0.20603481328119,1,0.3937457250342,4167,46784,65205,14254,134.156295512094,9,0.0179280730005368,5,7,7,7,CMP,BM1077
GSE96769#SRR5353602,GSE96769,12.084,7341,28423,1260,0.218225511723968,1,0.52799155326138,5240,42620,65123,17263,37.4329236451007,4.6,0.00967400150484468,4,6,6,4,HSC,BM0106
GSE96769#SRR5355750,GSE96769,14.578,8768,32059,1888,0.246338614743895,1,0.40639318751621,2097,46268,65071,16706,18.1269759254145,3.4,0.0145072305635383,7,9,9,12,pDC,BM1214
GSE96769#SRR5354754,GSE96769,13.89,7330,27113,1338,0.208805680487955,1,0.95754688536453,9991,33166,64924,21767,104.537117224778,7.8,0.0103043558622389,5,7,7,7,CMP,BM0828
GSE96769#SRR5355009,GSE96769,14.923,10023,38534,1559,0.297142240249225,1,0.399305105960551,4381,46338,64841,14122,134.156295512094,9,0.0120217146558505,2,4,4,10,GMP,BM1214
GSE96769#SRR5353744,GSE96769,17.686,12513,44703,1931,0.34516492680215,1,0.760726521289902,11411,36778,64756,16567,60.393509310075,5.8,0.0149098153066897,6,8,8,5,HSC,BM0828
GSE96769#SRR5355575,GSE96769,11.716,5449,21496,1202,0.166023046742253,1,1.13150269985513,11236,30372,64738,23130,238.881037794473,12.8,0.00928357378973709,8,10,10,13,CLP,BM0828
GSE96769#SRR5355690,GSE96769,14.461,9333,33388,1628,0.258421052631579,1,0.342672458587076,2257,48113,64600,14230,24.2864110314365,3.8,0.0126006191950464,7,9,9,12,pDC,BM1214
GSE96769#SRR5354126,GSE96769,13.381,7906,31409,1283,0.243175237298896,1,0.72935411311054,10301,37344,64581,16936,226.761781130462,12.4,0.00993326210495347,3,5,5,9,LMPP,BM0828
GSE96769#SRR5355706,GSE96769,10.094,4654,18240,1327,0.141358091665763,1,0.529201232519554,4187,42190,64517,18140,13.0254962562359,3,0.0102841111644993,7,9,9,12,pDC,BM1214
GSE96769#SRR5355023,GSE96769,15.437,7484,26515,2741,0.205689328823657,1,0.712881022615536,5933,37629,64454,20892,18.1269759254145,3.4,0.0212632264871071,2,4,4,10,GMP,BM1214
GSE96769#SRR5354807,GSE96769,17.615,11653,41903,1493,0.325713175281772,1,0.609734734734735,8726,39960,64325,15639,182.00562819495,10.8,0.0116051301982122,6,8,8,5,CMP,BM0828
GSE96769#SRR5353737,GSE96769,16.622,10963,41181,1188,0.320120955830911,1,0.658826563507415,10430,38775,64321,15116,109.031695862186,8,0.00923493104895757,6,8,8,5,HSC,BM0828
